Word,AROU,VAL,DOM,CNC,IMAG,FAM,SIZE,GEND
leggings,0,0,0,1,1,1,0,0
legion,1,0,0,0,0,0,1,1
legislation,0,0,0,0,0,0,1,1
legislator,0,0,0,1,0,0,1,1
legs,1,1,1,1,1,1,0,0
leisure,1,1,1,0,0,1,1,0
lemon,1,1,1,1,1,1,0,0
lemonade,1,1,1,1,1,1,0,0
lend,0,0,0,0,0,1,0,0
length,0,1,1,0,0,1,1,1
leopard,1,1,0,1,1,1,1,0
leprosy,0,0,0,1,1,0,1,1
lesbian,1,1,1,1,1,1,1,0
lesson,1,1,0,1,1,1,1,0
letter,1,1,1,1,1,1,0,0
letter (alphabet),0,1,1,1,1,1,0,0
letter (correspondence),0,1,1,1,1,1,0,0
letters,0,1,1,1,1,1,0,0
letters (alphabet),0,1,1,1,1,1,0,0
letters (correspondence),0,1,1,1,1,1,0,0
lettuce,0,1,1,1,1,1,0,0
liar,1,0,0,0,0,1,1,1
liberty,1,1,1,0,0,0,1,0
librarian,0,1,0,1,1,1,0,0
library,0,1,1,1,1,1,1,0
lice,0,0,0,1,1,0,0,1
lid,0,1,1,1,1,1,0,0
lie,1,0,1,0,0,1,1,1
lie (position),0,1,0,1,1,1,0,0
lie (untruth),1,0,0,0,0,1,1,1
lies,1,0,0,0,0,1,1,0
lies (position),0,0,0,0,1,1,0,0
lies (untruths),1,0,0,0,0,1,1,1
life,1,1,1,0,0,1,1,0
lift,0,1,1,1,1,1,1,1
lift (elevator),0,1,0,1,1,1,0,1
lift (raise),0,1,1,1,1,1,0,1
light,1,1,1,1,1,1,1,0
light (brightness),1,1,1,1,1,1,1,0
light (weight),0,1,0,0,0,1,0,0
lightbulb,0,1,1,1,1,1,0,0
lighthouse,0,1,1,1,1,0,1,1
lighting,1,1,1,1,1,1,1,0
lightning,1,0,0,1,1,1,1,1
lights,1,1,1,1,1,1,0,0
like,1,1,1,0,0,1,1,0
like (love),1,1,1,0,0,1,1,0
like (similar to),0,1,1,0,0,1,0,0
lilac,0,1,0,1,1,0,0,0
limb,0,0,0,1,1,0,0,1
limb (body),0,1,1,1,1,1,0,1
limb (tree),0,1,0,1,1,0,1,0
limber,1,1,1,0,0,0,0,1
lime,1,1,1,1,1,1,0,0
limit,0,0,0,0,0,1,0,0
limited,0,0,0,0,0,1,0,0
limousine,1,1,1,1,1,0,1,0
limp,0,0,0,1,1,0,0,0
line,0,0,0,1,1,1,0,0
linear,0,1,0,0,0,0,0,1
link,0,1,1,0,0,1,0,0
lion,1,1,1,1,1,1,1,1
lioness,1,1,1,1,1,0,1,0
lip,1,1,1,1,1,1,0,0
lips,1,1,1,1,1,1,0,0
lipstick,1,1,1,1,1,1,0,0
liquid,0,1,0,1,1,1,0,0
liquor,1,0,0,1,1,1,0,1
list,0,1,0,1,1,1,0,0
listless,0,0,0,0,0,0,0,0
literature,1,1,1,1,1,1,1,0
litre,0,1,1,1,1,1,0,1
litter,0,0,1,1,1,1,0,1
litter (animal babies),1,1,0,1,1,0,0,0
litter (trash),0,0,1,1,1,1,0,1
little,0,0,0,0,0,1,0,0
live,1,1,1,0,0,1,1,0
live (not recorded),1,1,1,0,0,1,1,0
live (to exist),1,1,1,0,0,1,1,0
lively,1,1,1,0,0,1,1,0
lizard,1,0,1,1,1,1,0,1
llama,0,1,1,1,1,0,0,0
load,0,0,1,0,0,1,1,1
loaf,0,1,1,1,1,1,0,1
loaf (be lazy),0,0,0,0,0,0,0,1
loaf (bread),0,1,1,1,1,1,0,0
loan,0,0,0,0,0,1,1,1
lobster,1,1,1,1,1,0,0,1
locate,0,1,1,0,0,0,1,0
location,0,1,1,0,0,1,1,0
lock,0,0,1,1,1,1,0,1
lock (door),0,0,1,1,1,1,0,1
lock (hair),0,1,1,1,1,0,0,0
locker,0,0,1,1,1,1,0,1
locket,0,1,1,1,1,0,0,0
log,0,0,0,1,1,1,0,1
log (record),0,0,1,1,0,0,0,1
log (wood),0,1,1,1,1,0,1,1
logs,0,0,1,1,1,1,0,1
logs (records),0,1,1,1,1,0,0,1
logs (wood),0,1,1,1,1,1,0,1
loins,1,0,1,1,1,0,0,1
lonely,0,0,0,0,0,1,1,0
long,0,0,1,0,0,1,1,1
long (not short),0,1,1,0,1,1,1,1
long (yearn),1,0,0,0,0,0,1,0
longing,1,0,0,0,0,0,1,0
loop,0,1,0,0,1,1,0,0
loophole,0,0,0,0,0,0,0,0
loose,0,0,0,0,0,0,0,0
lord,1,0,0,0,0,0,1,1
lorry,0,0,1,1,1,1,1,1
lose,0,0,0,0,0,1,0,0
loser,0,0,0,0,0,1,0,1
lost,0,0,0,0,0,1,1,0
lottery,1,1,0,1,1,1,1,1
loud,1,0,1,0,0,1,1,1
louse,0,0,0,1,1,0,0,1
lousy,0,0,0,0,0,0,0,1
lovable,1,1,1,0,0,1,1,0
love,1,1,1,0,0,1,1,0
lovely,1,1,1,0,0,1,1,0
lover,1,1,1,0,1,1,1,0
loving,1,1,1,0,0,1,1,0
low,0,0,0,0,0,1,0,0
loyal,1,1,1,0,0,1,1,0
loyalty,1,1,1,0,0,1,1,0
lubricant,1,1,1,1,1,0,0,0
lubricate,1,1,1,1,0,0,0,1
luck,1,1,0,0,0,1,1,0
lucky,1,1,1,0,0,1,1,0
luggage,0,1,1,1,1,0,1,0
lumber,0,0,1,1,0,0,1,1
lumber (move slowly),0,0,0,0,1,0,0,1
lumber (wood),0,1,1,1,1,0,1,1
lump,0,0,0,1,1,1,0,0
lunch,1,1,1,1,1,1,0,0
lunching,0,1,1,0,0,0,0,0
lungs,0,1,1,1,1,1,0,0
lure,1,0,0,0,0,0,0,0
luscious,1,1,1,0,0,0,1,0
lush,1,1,1,0,0,0,0,0
lust,1,1,0,0,0,1,1,0
luxury,1,1,1,0,1,1,1,0
lynx,1,1,0,1,1,0,0,1
lyrics,1,1,1,0,0,1,0,0
macabre,0,0,0,0,0,0,1,1
macaroni,1,1,1,1,1,1,0,0
machine,0,0,0,1,1,1,1,1
mad,1,0,1,0,0,1,1,1
mad (angry),1,0,1,0,1,1,1,1
mad (crazy),1,0,0,0,0,1,1,0
madman,1,0,0,0,1,0,1,1
madness,1,0,0,0,0,1,1,1
magazine,1,1,0,1,1,1,0,0
magazine (ammunition),0,0,1,1,1,0,0,1
magazine (publication),1,1,1,1,1,1,0,0
maggot,0,0,0,1,1,0,0,1
magic,1,1,1,0,1,1,1,0
magical,1,1,1,0,0,1,1,0
magnificent,1,1,1,0,0,1,1,0
magnitude,1,1,1,0,0,0,1,1
maid,0,0,0,1,1,0,0,0
maiden,1,1,0,1,1,0,0,0
maids,0,0,0,1,1,0,0,0
mail,0,1,0,1,1,1,0,1
main,0,1,1,0,0,1,1,1
maize,0,1,1,1,1,0,0,0
major,1,1,1,0,0,0,1,1
majority,0,1,1,0,0,1,1,1
make,1,1,1,0,0,1,1,0
malady,0,0,0,0,0,0,0,0
malaria,0,0,0,1,0,0,1,0
malice,1,0,0,0,0,0,1,1
malicious,1,0,0,0,0,0,1,1
mall,0,0,0,1,1,0,1,0
mallet,0,0,1,1,1,0,0,1
mammal,0,1,1,1,1,1,1,1
mammoth,0,1,1,1,1,0,1,1
man,1,1,1,1,1,1,1,1
management,0,1,1,0,0,1,1,1
manager,0,0,0,1,1,1,1,1
mangle,1,0,0,0,0,0,1,1
maniac,1,0,0,0,0,0,1,1
manic,1,0,0,0,0,1,1,0
mankind,1,1,1,0,0,0,1,1
manner,0,1,0,0,0,0,0,0
mansion,1,1,1,1,1,0,1,1
manure,0,0,0,1,1,0,0,1
many,1,1,1,0,0,1,1,0
marital,1,1,0,0,0,0,1,0
mark,0,0,0,1,0,1,0,1
mark (grade),1,1,1,1,1,1,1,0
mark (smudge),0,0,0,1,1,1,0,1
market,0,1,1,1,1,1,1,0
marquee,1,1,1,1,1,0,1,0
marriage,1,1,0,1,1,1,1,0
married,1,1,0,1,1,1,1,0
marry,1,1,0,0,1,1,1,0
marsh,0,0,0,1,1,0,1,1
marshal,0,0,0,1,0,0,1,1
martial,0,0,0,0,0,0,1,1
marvel,1,1,1,0,0,0,1,1
mask,0,0,1,1,1,1,0,1
mask (cover),1,0,0,1,1,0,0,1
mask (face),0,0,0,1,1,1,0,0
mass,0,0,1,0,0,0,1,1
mass (large number),0,1,1,0,0,1,1,1
mass (religious),0,0,0,0,0,0,1,0
mass (weight),0,0,1,0,0,1,1,1
massacre,1,0,0,1,0,0,1,1
massive,1,1,1,0,1,1,1,1
mast,0,1,1,1,1,0,1,1
master,1,1,1,0,0,0,1,1
masturbate,1,1,1,1,1,1,0,1
masturbation,1,1,1,0,1,1,1,1
match,0,1,0,1,0,1,0,1
match (fire),1,0,1,1,1,1,0,1
match (game),1,1,1,1,1,1,1,1
match (pairing),0,1,1,0,0,1,0,0
matches,0,0,1,1,1,1,0,1
mate,1,1,1,0,1,1,0,1
mate (copulate),1,1,1,1,1,0,1,1
mate (friend),1,1,1,1,1,1,1,1
material,0,1,1,1,1,1,0,0
mates,1,1,1,1,1,1,1,1
mathematics,0,1,1,1,1,1,1,1
matrix,1,1,0,0,0,0,1,1
matron,0,0,0,1,1,0,1,0
mattress,0,1,1,1,1,1,1,0
mauve,0,1,0,0,1,0,0,0
maximum,1,1,1,0,0,1,1,1
maze,1,0,0,1,1,0,1,0
meadow,0,1,0,1,1,0,1,0
meagre,0,0,0,0,0,0,0,1
mean,0,0,0,0,0,1,0,1
mean (average),0,0,0,0,0,0,0,0
mean (intend),0,0,1,0,0,1,1,1
mean (nasty),1,0,0,0,0,1,1,1
mean (stingy),0,0,0,0,0,0,0,1
measles,0,0,0,1,1,0,0,1
measure,0,0,1,0,0,1,0,0
meat,0,0,1,1,1,1,0,1
mechanic,0,1,0,1,1,1,0,1
mechanism,0,1,1,1,0,1,1,1
medal,1,1,1,1,1,1,0,1
medallion,0,1,1,1,1,0,0,1
meddle,1,0,0,0,0,0,0,0
medicine,1,1,0,1,1,1,1,0
medieval,0,1,0,0,0,0,1,1
medium,0,0,0,0,0,1,0,0
medium (intermediate),0,0,1,0,0,1,0,0
medium (spiritualist),0,0,0,0,0,0,0,0
meek,0,0,0,0,0,0,0,0
meet,0,1,1,0,0,1,0,0
meeting,0,1,1,1,1,1,1,1
melody,1,1,1,0,0,1,0,0
melon,0,1,1,1,1,1,0,0
melt,1,0,0,0,1,1,0,0
melted,0,0,0,0,1,1,0,0
memoirs,1,1,1,0,0,0,1,0
memory,1,1,1,0,0,1,1,0
menace,1,0,1,0,0,0,1,1
merchant,0,1,1,1,1,0,1,1
merciful,1,1,1,0,0,0,1,0
mercy,1,1,0,0,0,0,1,0
mermaid,1,1,1,0,1,0,0,0
merry,1,1,1,0,0,0,1,0
mess,0,0,0,0,1,1,1,1
message,1,1,1,1,1,1,0,0
messenger,0,1,0,1,1,0,0,0
messy,1,0,1,0,1,1,1,1
metal,0,1,1,1,1,1,0,1
methane,0,0,0,1,0,0,0,1
method,0,1,1,0,0,1,0,1
metre,0,0,0,1,1,1,0,1
metric,0,1,0,0,0,0,0,1
metropolis,1,1,1,1,1,0,1,1
mice,0,0,1,1,1,1,0,0
microphone,0,1,1,1,1,1,0,0
microscope,0,1,1,1,1,1,0,1
microwave,0,1,1,1,1,1,0,0
middle,0,0,0,0,0,1,0,1
midget,0,0,0,1,1,0,0,1
midst,0,0,0,0,0,0,0,0
midwife,0,1,0,1,1,1,1,0
might,0,1,1,0,0,1,1,1
might (possibly),0,0,0,0,0,1,0,0
might (strength),1,1,1,0,0,0,1,1
mighty,1,1,1,0,0,0,1,1
mild,0,1,0,0,0,1,0,0
mildew,0,0,0,1,0,0,0,0
mile,0,1,1,1,0,1,1,1
mileage,0,0,0,0,0,0,1,1
military,1,0,0,1,1,1,1,1
milk,0,1,1,1,1,1,0,0
mill,0,0,0,1,1,0,1,1
million,1,1,1,1,0,1,1,1
millionaire,1,1,1,1,1,1,1,1
mimic,0,0,0,0,0,0,0,0
mind,1,1,1,0,0,1,1,0
miner,0,0,0,1,1,0,0,1
mingle,1,1,1,0,0,0,0,0
minimum,0,0,0,0,0,1,0,1
minister,0,0,1,1,1,0,1,1
mink,0,0,0,1,1,0,0,0
minor,0,0,0,0,0,0,0,0
minority,0,0,0,0,0,1,0,0
mint,0,1,1,1,1,1,0,0
mint (food),0,1,1,1,1,1,0,0
mint (money),1,1,1,1,1,0,1,1
minute,0,1,0,0,0,1,0,0
minute (small),0,0,0,0,0,0,0,0
minute (time),0,1,0,0,0,1,0,0
miracle,1,1,0,0,0,0,1,0
miraculous,1,1,1,0,0,0,1,0
mirage,1,0,0,0,0,0,1,0
mirror,0,1,0,1,1,1,0,0
mischief,1,0,1,0,0,1,1,1
mischievous,1,0,1,0,0,1,1,1
misconception,0,0,0,0,0,0,1,0
miser,0,0,0,0,0,0,0,1
miserable,0,0,0,0,0,1,1,1
misery,0,0,0,0,0,0,1,1
missile,1,0,1,1,1,1,1,1
mission,1,1,1,0,0,0,1,1
mistake,0,0,0,0,0,1,1,1
mistress,1,0,1,1,1,1,1,0
mob,1,0,0,1,1,0,1,1
mobility,0,1,1,0,0,0,1,0
mock,0,0,0,0,0,1,1,1
mode,0,0,0,0,0,0,0,0
model,1,1,0,1,1,1,0,0
modest,0,1,1,0,0,1,0,0
moist,1,0,0,1,0,0,0,0
moisture,1,1,0,1,1,1,0,0
mole,0,0,0,1,1,0,0,1
mole (animal),0,1,0,1,1,0,0,1
mole (skin),0,0,0,1,1,0,0,1
mole (spy),1,0,0,0,0,0,0,1
molecule,0,1,0,1,0,0,0,1
Mom,1,1,0,1,1,1,1,0
moment,1,1,1,0,0,1,0,0
momentum,1,1,1,0,0,1,1,1
monarch,0,1,0,1,1,0,1,1
monarchy,0,0,0,1,1,0,1,1
money,1,1,0,1,1,1,1,1
monk,0,1,0,1,1,0,0,1
monkey,1,1,1,1,1,1,0,1
monster,1,0,0,0,1,1,1,1
month,0,1,0,0,0,1,0,0
monument,0,1,1,1,1,0,1,1
mood,1,1,0,0,0,1,1,0
moody,0,0,0,0,0,1,1,0
moon,1,1,0,1,1,1,1,0
mooring,0,1,1,1,0,0,0,1
moose,0,1,0,1,1,0,1,1
moral,0,1,1,0,0,1,1,0
morality,0,1,1,0,0,1,1,0
morbid,0,0,0,0,0,0,1,1
morgue,0,0,0,1,1,0,1,1
morsel,0,0,0,0,1,0,0,0
mosque,0,1,0,1,1,0,1,1
mosquito,0,0,0,1,1,0,0,1
moss,0,0,1,1,1,0,0,1
most,1,1,1,0,0,1,1,0
moth,0,0,0,1,1,0,0,0
mother,1,1,0,1,1,1,1,0
motherfucker,1,0,1,0,0,1,1,1
motion,1,1,1,0,0,1,1,0
motor,0,1,1,1,1,1,1,1
motorbike,1,1,1,1,1,1,1,1
motorway,1,0,1,1,1,1,1,1
mould,0,0,0,1,1,0,0,1
mound,0,0,0,1,1,0,0,0
mount,1,1,1,0,0,0,1,1
mountain,1,1,1,1,1,1,1,1
mountains,1,1,1,1,1,1,1,1
mounted,1,1,1,0,1,0,1,1
mouse,0,0,1,1,1,1,0,0
mouth,1,1,1,1,1,1,0,0
move,1,1,1,0,1,1,1,1
movie,1,1,0,1,1,1,1,0
muck,0,0,0,1,1,1,0,1
mucous,0,0,0,1,1,0,0,1
muddy,0,0,0,1,1,1,0,1
muffin,1,1,1,1,1,1,0,0
mug,0,0,0,1,1,1,0,0
mug (cup),0,1,1,1,1,1,0,0
mug (face),0,0,1,1,1,0,0,1
mugged,0,0,0,0,0,0,1,1
mule,0,0,0,1,1,0,0,1
multiplication,0,1,1,0,0,1,1,0
multiply,0,1,1,0,0,1,1,1
Mum,0,1,0,1,1,1,1,0
mumble,0,0,0,0,0,1,0,1
Mummy,1,1,0,1,1,1,1,0
mural,0,1,1,1,1,0,1,0
murder,1,0,0,1,1,1,1,1
murderer,1,0,0,1,1,1,1,1
murmur,0,0,0,0,0,0,0,0
muscle,1,1,1,1,1,1,1,1
muscular,1,1,1,1,1,1,1,1
museum,0,1,1,1,1,1,1,1
mushroom,0,1,0,1,1,1,0,0
mushroom (expand),0,0,1,0,0,0,1,1
mushroom (food),0,0,1,1,1,1,0,0
music,1,1,1,1,1,1,1,0
musical,1,1,1,0,0,1,1,0
musician,1,1,1,1,1,1,1,0
musket,0,0,1,1,1,0,0,1
musketeers,1,1,1,1,1,0,1,1
mussel,0,1,0,1,1,0,0,1
mustang,1,1,1,1,1,0,1,1
mustard,0,0,1,1,1,1,0,1
mutation,1,0,0,0,0,0,1,1
mutilate,1,0,0,0,1,0,1,1
mystery,1,1,0,0,0,1,1,0
mystic,1,1,1,0,0,0,1,0
myth,1,0,0,0,0,0,1,0
mythology,1,1,1,0,0,0,1,0
nail,0,0,1,1,1,1,0,0
nail (finger),0,1,1,1,1,1,0,0
nail (hammer),0,0,1,1,1,1,0,1
naive,0,0,0,0,0,1,0,0
naked,1,1,0,1,1,1,1,0
name,0,1,1,0,0,1,0,0
named,0,0,0,0,0,1,0,0
namesake,0,1,0,0,0,0,0,1
nanny,0,1,0,1,1,0,0,0
narcotic,1,0,0,0,0,0,1,1
narrow,0,0,0,0,1,1,0,0
nasty,0,0,1,0,0,1,0,1
nation,0,1,0,0,0,1,1,1
national,0,1,0,0,0,1,1,1
natural,1,1,1,0,0,1,1,0
nature,1,1,1,0,1,1,1,0
naughty,1,0,1,0,0,1,0,0
nausea,0,0,0,0,0,0,1,0
naval,0,0,1,1,1,0,0,1
navel,0,0,0,1,1,0,0,0
navy,1,1,0,1,1,1,1,1
near,0,1,1,0,0,1,0,0
neat,0,1,1,0,1,1,0,0
necessary,0,0,0,0,0,1,1,0
necessity,1,1,0,0,0,1,1,0
neck,1,1,1,1,1,1,0,0
necklace,1,1,1,1,1,1,0,0
nectar,1,1,1,1,1,0,0,0
need,1,0,0,0,0,1,1,0
needle,1,0,0,1,1,1,0,0
needy,0,0,0,0,0,0,0,0
negative,0,0,0,0,0,1,1,1
neglect,0,0,0,0,0,0,1,1
neglected,0,0,0,0,0,1,1,0
negotiate,1,1,1,0,0,1,1,1
negotiation,0,1,1,0,0,1,1,1
negotiator,1,1,1,0,0,0,1,0
neighbour,0,1,1,1,1,1,0,0
neon,1,1,1,1,1,0,0,0
nephew,0,1,1,1,1,1,0,1
nervous,1,0,0,0,0,1,1,0
nest,0,1,1,1,1,1,0,0
net,0,0,0,1,1,0,0,1
nettle,0,0,0,1,1,0,0,1
network,0,1,1,0,0,1,1,1
neural,0,1,1,0,0,0,0,0
neurotic,1,0,0,0,0,0,1,0
neutral,0,1,0,0,0,1,0,0
neutron,0,1,0,1,0,0,0,1
new,1,1,1,0,0,1,1,0
news,1,0,0,0,0,1,1,1
nice,0,1,1,0,0,1,0,0
niece,0,1,1,1,1,1,0,0
night,1,1,1,1,1,1,1,0
nightfall,1,1,0,1,1,0,1,1
nightmare,1,0,0,0,0,1,1,1
nimble,1,1,1,0,0,0,0,0
nipple,1,1,0,1,1,1,0,0
noise,1,0,1,1,0,1,1,1
noisy,1,0,0,0,0,1,1,1
nonchalant,0,0,1,0,0,0,0,1
none,0,0,0,0,0,1,0,0
nonsense,0,0,0,0,0,1,0,0
noon,0,1,0,0,0,1,0,0
noose,0,0,0,1,1,0,0,1
norm,0,0,0,0,0,0,1,0
nose,0,0,1,1,1,1,0,0
note,0,1,1,1,1,1,0,0
notebook,0,1,1,1,1,1,0,0
notepad,0,1,1,1,1,1,0,0
notice,0,1,1,0,0,1,0,0
notion,1,1,1,0,0,0,0,0
noun,0,1,0,0,0,1,0,0
nourish,1,1,1,0,0,1,1,0
nourishment,1,1,1,0,0,0,1,0
novel,1,1,1,1,1,1,0,0
novel (book),1,1,1,1,1,1,0,0
novel (new),1,1,1,0,0,0,1,0
novice,0,0,0,0,0,0,0,0
nucleus,0,1,1,1,1,0,0,0
nude,1,1,0,1,1,1,0,0
nugget,0,0,0,1,1,0,0,1
nuisance,0,0,0,0,0,0,0,1
nun,0,1,0,1,1,0,0,0
nuptials,1,1,0,0,0,0,1,0
nurse,1,1,0,1,1,1,1,0
nursery,0,1,0,1,1,1,0,0
nurture,1,1,1,0,0,0,1,0
nut,0,1,1,1,1,1,0,1
nut (bolt),0,0,0,1,1,0,0,1
nut (crazy person),1,0,0,0,0,0,1,1
nut (food),0,1,1,1,1,1,0,0
nutmeg,0,1,0,1,1,0,0,0
nutrient,1,1,0,1,0,1,0,0
nutrition,1,1,1,0,0,1,1,0
nutritious,0,1,1,0,0,1,1,0
nuts,0,1,1,1,1,1,0,1
nuts (bolts),0,0,1,1,1,0,0,1
nuts (crazy),1,0,0,0,0,0,1,0
nuts (food),0,1,1,1,1,1,0,1
nuts (testicles),1,0,1,1,1,1,0,1
nylon,0,1,0,1,1,0,0,0
nymph,1,1,0,0,0,0,0,0
oak,0,1,1,1,1,0,1,1
oath,1,1,0,0,0,0,1,1
oats,0,1,0,1,1,1,0,1
obedience,0,1,0,0,0,1,1,0
obedient,1,1,0,0,0,1,1,0
obese,0,0,0,1,1,1,1,1
obesity,0,0,0,1,1,1,1,0
obey,1,0,0,0,0,1,1,1
object,0,0,1,1,0,1,0,0
object (disagree),1,0,1,0,0,0,1,1
object (thing),0,0,1,1,1,1,0,0
objective,0,1,1,0,0,1,1,0
oblige,0,0,0,0,0,0,1,0
obliging,0,1,0,0,0,0,0,0
oblivion,1,0,0,0,0,0,1,1
oblivious,0,0,0,0,0,0,1,1
obnoxious,0,0,1,0,0,0,1,1
oboe,0,1,1,1,1,0,0,0
obscene,1,0,0,0,0,0,1,1
obscenity,1,0,0,0,0,0,1,1
obscure,1,0,0,0,0,0,0,1
observation,0,1,1,0,0,1,1,1
observe,0,1,1,0,0,1,1,0
obsess,1,0,0,0,0,1,1,0
obsession,1,0,0,0,0,1,1,0
obsessive,1,0,0,0,0,1,1,0
obstacle,0,0,0,1,1,1,1,1
obvious,0,0,1,0,0,1,1,1
occasion,1,1,1,0,0,1,1,0
occasionally,0,0,0,0,0,1,0,0
occupation,0,1,1,0,0,1,1,1
occupy,0,0,1,0,0,0,1,1
occur,0,1,0,0,0,1,0,1
occurrence,0,1,0,0,0,0,1,0
ocean,1,1,0,1,1,1,1,0
octopus,1,1,0,1,1,0,1,1
odd,0,0,0,0,0,1,0,1
odour,0,0,0,0,0,1,0,1
offence,1,0,0,0,0,1,1,1
offend,1,0,1,0,0,1,1,1
offensive,1,0,0,0,0,1,1,1
office,0,0,0,1,1,1,1,1
officer,0,0,0,1,1,1,1,1
offshoot,0,0,0,0,0,0,0,1
oil,0,0,1,1,1,1,1,1
older,0,1,1,0,0,1,1,1
olive,0,1,1,1,1,1,0,0
omission,0,0,0,0,0,0,0,1
omit,0,0,0,0,0,0,0,1
onion,0,1,1,1,1,1,0,0
only,0,0,0,0,0,1,0,0
onslaught,0,0,0,0,0,0,1,1
open,1,1,1,0,0,1,1,0
opening,1,1,1,0,0,1,1,0
opinion,1,1,1,0,0,1,1,0
opium,1,0,0,1,0,0,0,0
opportunist,1,1,1,0,0,0,1,1
opportunity,1,1,1,0,0,1,1,1
oppose,1,0,1,0,0,0,1,1
opposition,1,0,0,0,0,0,1,1
oppress,1,0,0,0,0,0,1,1
optimal,1,1,1,0,0,0,1,0
optimism,1,1,1,0,0,1,1,0
optimist,1,1,1,0,0,1,1,0
optimistic,1,1,1,0,0,1,1,0
option,0,1,1,0,0,1,0,0
oral,1,1,1,0,0,1,0,0
orange,1,1,1,1,1,1,0,0
orange (colour),1,1,1,1,1,1,0,0
orange (fruit),0,1,1,1,1,1,0,0
orangutan,0,1,1,1,1,0,1,1
orbit,1,1,0,0,0,0,1,1
orchard,0,1,0,1,1,0,1,0
orchestra,1,1,1,1,1,1,1,0
ordain,0,1,1,0,0,0,1,1
ordeal,0,0,0,0,0,0,1,0
ordinary,0,0,0,0,0,1,0,0
organ,1,1,0,1,1,1,0,1
organ (liver),0,1,1,1,1,1,0,1
organ (piano),1,1,1,1,1,0,1,0
organise,1,1,1,0,0,1,0,0
organised,1,1,1,0,0,1,1,0
organism,0,1,0,1,0,1,0,0
orgasm,1,1,1,1,1,1,1,0
origin,0,1,0,0,0,1,1,0
ornament,0,1,1,1,1,0,0,0
ostrich,0,1,1,1,1,0,1,0
other,0,0,0,0,0,1,0,0
otter,0,1,1,1,1,0,0,0
ounce,0,0,0,1,0,0,0,0
outbreak,0,0,0,0,0,0,1,1
outcast,0,0,0,0,0,1,0,1
outcome,0,1,1,0,0,1,1,1
outdoors,1,1,1,1,1,1,1,1
outlook,0,1,1,0,0,1,1,0
output,0,1,1,0,0,0,1,1
outrage,1,0,1,0,0,1,1,1
outside,1,1,1,1,1,1,1,0
outsider,1,0,0,0,0,0,1,1
outstanding,1,1,1,0,0,0,1,0
oval,0,0,0,1,1,0,0,0
oven,0,1,1,1,1,1,0,0
over,0,0,0,0,0,1,1,0
over (above),0,1,1,0,0,1,1,0
over (cricket),0,0,0,0,0,0,0,1
over (finished),0,0,0,0,0,1,1,1
overcast,0,0,0,1,1,1,1,1
overdose,1,0,0,0,0,0,1,1
overt,1,0,1,0,0,0,1,0
owl,0,1,1,1,1,1,0,0
own,0,1,1,0,0,1,0,1
owner,0,1,1,0,0,1,1,1
ownership,1,1,1,0,0,0,1,1
oxygen,1,1,0,1,0,1,1,0
oyster,0,1,1,1,1,0,0,0
pacifism,0,1,1,0,0,0,1,0
pacifist,0,1,1,0,0,0,1,0
pack,0,0,0,1,1,1,0,1
pack (fill),0,0,1,1,0,0,0,1
pack (group),0,1,0,1,1,0,1,1
package,0,1,0,1,1,1,0,1
packet,0,1,1,1,1,1,0,1
pact,1,1,0,0,0,0,1,1
padlock,0,0,0,1,1,0,0,1
page,0,1,1,1,1,1,0,0
page (call),0,0,1,0,0,0,0,0
page (paper),0,1,1,1,1,1,0,0
page (ward),0,0,0,1,0,0,0,0
pail,0,1,0,1,1,0,0,0
pain,1,0,0,0,0,1,1,1
painful,1,0,0,0,0,1,1,1
paint,0,1,1,1,1,1,0,0
paintbrush,0,1,1,1,1,1,0,0
painter,1,1,1,1,1,1,0,1
pair,1,1,1,0,1,1,0,0
palace,1,1,1,1,1,0,1,0
pale,0,0,0,0,1,0,0,0
pamphlet,0,0,0,1,1,0,0,0
pan,0,0,0,1,1,1,0,0
pan (camera),0,1,1,1,1,0,0,1
pan (criticise),0,0,0,0,0,0,1,0
pan (pot),0,1,1,1,1,1,0,0
pancake,1,1,1,1,1,1,0,0
panda,1,1,1,1,1,1,1,0
panic,1,0,0,0,0,1,1,0
panorama,1,1,1,0,0,0,1,1
panther,1,1,1,1,1,0,1,1
paper,0,1,1,1,1,1,0,0
paperclip,0,1,0,1,1,1,0,0
parachute,1,1,1,1,1,1,1,1
parade,1,1,1,1,1,0,1,0
paradise,1,1,1,0,1,0,1,0
paradox,1,0,0,0,0,0,1,1
paragraph,0,1,1,1,1,1,0,0
paralyse,0,0,0,1,0,1,1,1
paralysis,0,0,0,1,0,0,1,1
paranoid,1,0,0,0,0,0,1,0
parasite,0,0,0,1,1,0,0,1
parcel,1,1,1,1,1,1,0,0
parish,0,0,0,1,0,0,1,1
park,0,1,1,1,1,1,1,0
park (car),0,0,1,1,1,1,0,1
park (public land),1,1,1,1,1,1,1,0
parlour,0,1,0,1,1,0,0,0
parochial,0,0,0,0,0,0,1,1
parole,0,0,0,0,0,0,1,1
parrot,0,1,1,1,1,0,0,1
parsley,0,1,1,1,1,1,0,0
part,0,0,0,0,0,1,0,0
part (divide),0,0,0,0,0,0,0,0
part (portion),0,0,0,0,1,1,0,0
partial,0,1,0,0,0,0,0,0
particular,0,1,0,0,0,1,0,0
parts,0,1,0,0,0,1,0,1
party,1,1,1,1,1,1,1,0
party (celebration),1,1,1,1,1,1,1,0
party (group),1,1,1,1,1,1,1,0
