Word,Auditory.mean,Foot_leg.mean,Gustatory.mean,Hand_arm.mean,Haptic.mean,Head.mean,Interoceptive.mean,Mouth.mean,Olfactory.mean,Torso.mean,Visual.mean
ADORATION,1,0,1,0,1,1,1,1,0,0,1
ADORE,0,0,1,0,0,1,1,0,0,0,0
ADORER,1,0,1,0,1,0,1,1,0,1,0
ADORING,1,0,1,0,1,1,1,0,1,1,0
ADORINGLY,1,0,0,1,0,1,1,1,0,1,0
ADORN,0,0,0,0,1,0,1,0,0,0,1
ADORNER,0,0,0,0,0,0,0,0,0,0,1
ADORNMENT,0,1,0,1,1,1,0,0,0,1,1
ADRENAL,0,1,0,0,0,0,1,0,1,1,0
ADRENALIN,0,1,0,1,0,1,1,1,0,1,0
ADRENALINE,0,1,0,1,0,1,1,0,0,1,0
ADRIFT,0,1,0,0,0,1,1,0,0,1,1
ADULT,1,1,1,1,0,1,1,1,1,1,1
ADULTERATE,1,0,1,0,1,0,1,1,1,1,0
ADULTERATION,0,0,1,0,0,1,0,1,0,1,0
ADULTERER,1,1,0,0,0,0,0,1,0,1,0
ADULTERESS,1,1,0,1,0,0,0,1,0,1,1
ADULTEROUS,0,1,0,1,0,0,1,1,0,1,0
ADULTEROUSLY,1,1,0,0,0,0,0,1,0,1,0
ADULTERY,1,1,0,1,1,1,1,1,0,1,1
ADULTHOOD,0,1,0,1,0,1,1,1,0,1,0
ADULTLIKE,1,1,0,1,0,1,1,1,0,1,1
ADULTNESS,1,1,0,1,0,1,1,1,0,1,0
ADVANCE,0,1,0,0,0,0,0,0,0,1,1
ADVANCED,0,1,0,0,0,1,0,1,0,0,0
ADVANCEMENT,0,1,0,0,0,1,1,0,0,1,0
ADVANCER,0,1,0,0,0,0,0,0,0,0,0
ADVANCING,0,1,0,1,0,0,1,0,0,1,1
ADVANTAGE,0,1,0,0,0,0,0,0,0,0,0
ADVANTAGEOUS,1,0,0,0,0,0,1,1,0,1,0
ADVANTAGEOUSLY,1,1,1,0,0,1,1,1,1,1,0
ADVANTAGEOUSNESS,1,0,0,0,0,0,1,0,0,0,1
ADVENT,1,0,0,0,0,0,1,0,0,0,0
ADVENTURE,1,1,1,1,0,1,1,1,0,1,0
ADVENTURER,1,1,0,1,0,1,1,1,0,1,1
ADVENTURESOME,0,1,1,1,0,1,1,1,1,1,0
ADVENTURESS,0,1,1,0,0,1,1,0,1,1,1
ADVENTURIST,1,1,1,1,0,1,1,1,0,1,1
ADVENTUROUS,0,1,1,1,0,1,1,1,0,1,0
ADVENTUROUSLY,1,1,1,1,0,1,1,1,1,1,0
ADVENTUROUSNESS,1,1,1,1,1,1,1,0,1,1,0
ADVERB,1,0,0,0,0,0,0,1,0,0,0
ADVERSARIAL,1,0,1,0,0,1,1,1,1,0,1
ADVERSARY,1,0,0,0,0,1,1,0,0,0,1
ADVERSE,1,1,1,1,0,1,1,1,1,1,0
ADVERSELY,1,0,1,0,0,0,1,0,1,0,0
ADVERSENESS,1,0,1,0,0,0,1,0,1,0,0
ADVERSITY,1,0,0,0,0,1,1,0,0,0,1
ADVERT,1,0,0,0,0,1,0,0,0,0,1
ADVERTENTLY,1,0,1,0,0,0,0,0,0,0,0
ADVERTISE,1,0,1,0,0,1,1,0,1,0,1
ADVERTISEMENT,1,0,0,0,0,1,0,1,0,0,1
ADVERTISER,1,0,0,0,0,1,0,0,0,0,1
ADVERTISING,1,0,0,0,0,1,0,1,1,0,1
ADVERTIZE,1,0,0,0,0,1,0,1,0,0,1
ADVICE,1,0,0,0,0,0,0,1,0,0,0
ADVISABILITY,1,0,0,0,0,0,0,0,0,0,0
ADVISABLE,1,0,0,0,0,0,0,1,0,0,0
ADVISABLY,1,0,0,0,0,1,0,1,0,0,0
ADVISE,1,0,0,0,0,1,0,1,0,0,0
ADVISED,1,0,0,0,0,1,1,1,0,0,0
ADVISEDLY,1,0,1,0,0,1,0,1,0,0,0
ADVISEE,1,0,0,0,0,0,0,1,0,0,1
ADVISEMENT,1,0,0,0,0,1,0,1,0,0,0
ADVISER,1,0,1,0,0,1,0,1,1,0,1
ADVISOR,1,0,0,0,0,1,0,1,0,0,1
ADVISORY,1,0,0,0,0,1,0,1,0,0,0
ADVOCACY,1,0,0,0,0,1,1,1,0,1,0
ADVOCATE,1,0,0,0,0,0,0,1,0,0,0
ADVOCATOR,1,0,0,0,0,1,0,1,0,0,0
AERATION,0,0,0,0,0,0,0,0,1,0,0
AERATOR,0,1,0,0,1,0,0,0,1,0,1
AERIAL,1,0,0,0,0,1,1,0,0,0,1
AERIALIST,0,1,0,1,0,0,0,0,0,1,1
AERIALLY,0,0,0,0,0,0,1,0,0,1,0
AEROBATICS,0,1,0,1,0,1,1,0,0,1,1
AEROBIC,0,1,0,1,0,0,1,1,0,1,0
AEROBICALLY,0,1,0,1,0,1,1,1,0,1,0
AEROBICS,0,1,0,1,1,0,1,1,0,1,1
AERODYNAMIC,0,0,0,0,1,1,0,0,0,0,1
AERODYNAMICS,0,1,0,0,1,0,0,0,0,1,0
AEROGRAPHER,1,0,1,0,1,0,1,0,1,0,1
AEROMECHANICS,0,0,0,0,0,0,0,0,1,0,0
AERONAUTIC,0,1,0,0,0,1,0,0,0,0,1
AERONAUTICAL,0,0,0,1,0,1,0,0,0,1,1
AERONAUTICS,1,1,1,1,1,0,1,0,1,1,1
AEROSOL,1,0,1,1,1,0,0,0,1,0,0
AEROSOL CAN,1,0,0,1,1,0,0,0,1,0,1
AEROSPACE,0,0,0,0,0,1,0,0,0,0,1
AESTHETIC,0,0,0,0,0,1,0,0,0,0,1
AESTHETICAL,0,0,0,0,0,0,0,0,0,0,1
AESTHETICALLY,0,1,1,0,0,1,0,1,0,1,1
AESTHETICIAN,0,0,1,0,0,1,0,0,1,0,1
AESTHETICISM,0,0,0,0,0,1,0,0,0,0,1
AESTHETICS,0,1,0,0,1,1,0,0,0,1,1
AFAR,1,0,0,0,0,1,0,0,0,0,1
AFFABILITY,1,0,0,0,0,0,1,1,0,0,0
AFFABLE,0,0,0,0,0,1,1,1,0,0,0
AFFAIR,1,1,0,1,0,1,1,1,0,1,0
AFFECT,1,1,0,1,1,1,1,1,1,1,0
AFFECTATION,1,1,0,1,1,1,1,1,0,1,0
AFFECTED,0,1,1,1,0,1,1,0,1,1,0
AFFECTEDLY,1,1,0,0,0,1,1,1,0,1,0
AFFECTEDNESS,0,0,0,0,0,0,1,1,0,1,0
AFFECTING,0,1,1,1,0,0,1,1,1,0,0
AFFECTION,1,0,0,1,1,1,1,1,0,1,1
AFFECTIONATE,1,1,0,1,1,1,1,1,1,1,1
AFFECTIONATELY,1,1,1,1,1,1,1,1,1,1,1
AFFECTIVE,1,1,1,1,0,1,1,1,1,1,0
AFFECTIVELY,1,0,0,0,0,1,1,1,0,0,0
AFFECTIVITY,1,0,0,0,0,0,1,1,0,1,0
AFFIDAVIT,0,0,0,0,0,0,0,0,0,0,0
AFFILIATE,0,0,0,0,0,0,0,1,0,0,0
AFFILIATION,0,1,0,0,0,1,0,1,0,1,0
AFFIRM,1,0,0,0,0,0,0,1,0,0,0
AFFIRMABLE,1,1,0,1,0,1,0,1,0,1,0
AFFIRMATION,1,0,0,0,0,0,1,1,0,0,0
AFFIRMATIVE,1,0,0,0,0,0,0,1,0,0,0
AFFIRMATIVE ACTION,1,0,0,0,0,1,1,1,0,0,1
AFFIRMATIVELY,1,0,1,0,0,1,1,1,0,0,0
AFFIRMER,1,0,0,0,0,1,0,1,0,0,0
AFFIX,0,0,0,1,1,0,0,0,0,0,0
AFFIXATION,0,0,0,1,0,1,1,1,0,1,0
AFFLICT,0,0,0,1,1,0,1,0,0,1,0
AFFLICTED,1,1,1,1,1,1,1,1,1,1,0
AFFLICTING,1,0,0,0,0,0,1,0,0,1,0
AFFLICTION,0,1,0,1,0,1,1,1,0,1,0
AFFLUENCE,1,0,0,0,0,1,1,1,0,0,1
AFFLUENT,0,0,0,0,0,0,0,1,0,1,0
AFFLUENTLY,1,0,1,0,0,0,1,0,1,0,0
AFFORD,0,0,0,1,0,1,0,0,0,0,0
AFFORDABILITY,0,0,0,0,0,0,0,1,0,0,0
AFFORDABLE,1,0,0,0,0,1,0,0,0,0,1
AFFRONT,1,0,0,0,0,1,1,1,0,0,0
AFFRONTED,1,0,1,0,0,0,1,0,1,0,0
AFGHAN,0,1,0,0,1,0,0,0,0,1,1
AFICIONADO,1,0,1,0,0,1,0,1,0,0,1
AFLAME,0,0,0,0,1,1,0,0,1,0,1
AFLOAT,0,1,0,1,1,1,1,0,0,1,1
AFLUTTER,0,0,0,0,1,0,1,0,0,1,0
AFOOT,0,1,0,0,0,0,0,0,0,0,0
AFOREMENTIONED,1,0,0,0,0,1,0,1,0,0,0
AFRAID,1,1,1,0,0,1,1,1,1,1,0
AFRO,0,0,0,1,1,1,0,0,0,0,1
AFTER,0,1,0,0,0,1,0,1,0,1,0
AFTERBIRTH,0,0,0,0,1,0,1,0,1,1,1
AFTERBURNER,1,0,0,0,0,0,0,0,0,0,1
AFTERCARE,0,0,0,0,1,0,1,0,0,0,0
AFTEREFFECT,1,0,1,0,0,0,1,0,1,0,0
AFTERGLOW,0,1,0,0,0,1,1,0,0,1,0
AFTERHOURS,0,1,0,0,0,0,0,0,0,0,0
AFTERLIFE,0,1,0,0,0,1,1,1,0,1,0
AFTERMARKET,0,0,0,0,0,0,0,0,0,0,0
AFTERMATH,1,1,0,0,0,1,0,0,0,1,0
AFTERMOST,0,0,0,0,0,0,0,0,0,0,0
AFTERNOON,0,1,1,0,0,1,1,1,1,1,1
AFTERNOONS,0,1,0,0,0,1,1,1,0,1,0
AFTERPARTY,1,1,1,1,0,1,0,1,1,1,0
AFTERSALE,0,1,0,0,0,0,0,0,0,0,1
AFTERSCHOOL,1,1,0,0,0,1,0,0,0,1,0
AFTERSHAVE,0,0,0,1,1,1,0,1,1,0,1
AFTERSHOCK,1,1,0,1,1,0,1,0,0,1,0
AFTERTASTE,0,0,1,0,0,0,1,1,1,0,0
AFTERTHOUGHT,0,0,0,0,0,1,1,0,0,0,0
AFTERTIME,0,0,0,0,0,0,0,0,0,0,0
AFTERTIMES,0,0,0,0,0,0,0,0,0,0,0
AFTERWARD,0,0,0,0,0,0,0,0,0,0,0
AFTERWARDS,1,0,0,0,0,0,0,0,0,0,0
AFTERWORD,1,0,0,0,0,0,0,0,0,0,0
AFTERWORLD,1,0,0,0,0,1,1,0,0,0,0
AGAIN,1,1,1,0,0,0,1,1,1,1,0
AGAINST,1,0,0,0,1,1,1,1,0,0,1
AGE,1,1,1,1,1,1,1,1,1,1,1
AGED,0,1,1,1,1,1,1,1,1,1,1
AGEDNESS,0,1,0,1,0,1,1,1,0,1,1
AGEISM,1,0,1,0,0,1,0,1,0,0,0
AGELESS,0,1,0,0,0,1,1,0,0,1,0
AGELESSNESS,0,1,1,0,0,0,1,0,0,1,0
AGENCY,1,0,1,0,0,0,0,0,0,0,1
AGENDA,1,0,0,0,0,1,0,1,0,0,1
AGENDA ITEM,1,0,0,0,0,1,0,1,0,0,1
AGENT,0,0,0,0,0,0,0,1,0,0,1
AGGRAVATE,1,0,0,0,0,1,1,1,0,0,0
AGGRAVATED,1,0,1,0,0,1,1,1,1,1,0
AGGRAVATING,1,1,0,1,0,1,1,1,0,1,0
AGGRAVATINGLY,1,0,0,0,0,1,1,1,0,0,0
AGGRAVATION,1,0,0,0,0,1,1,1,0,0,0
AGGRAVATOR,1,0,0,0,0,0,1,1,0,0,0
AGGREGATE,0,0,0,0,0,1,0,0,0,0,0
AGGREGATELY,0,0,0,0,0,1,0,0,0,0,0
AGGREGATION,1,1,0,1,0,0,1,0,0,1,1
AGGREGATIVE,1,1,0,1,1,1,0,1,0,1,1
AGGREGATOR,0,0,1,0,0,0,0,0,0,0,0
AGGRESSION,1,1,1,1,1,1,1,1,1,1,1
AGGRESSIVE,1,1,0,1,1,1,1,1,0,1,0
AGGRESSIVELY,1,1,1,1,1,1,1,1,1,1,1
AGGRESSIVENESS,1,1,0,1,1,1,1,1,0,1,1
AGGRESSOR,1,1,0,1,0,1,0,1,1,1,1
AGGRIEVE,1,0,0,0,0,0,1,1,0,0,0
AGGRIEVED,1,0,0,0,0,1,1,0,0,0,0
AGGRIEVEDLY,1,0,0,0,0,0,1,0,0,0,0
AGHAST,1,0,0,0,0,1,1,1,0,1,0
AGILE,0,1,0,1,0,0,1,0,0,1,1
AGILITY,0,1,0,1,1,1,1,0,0,1,1
AGING,0,1,0,1,0,1,1,1,1,1,1
AGITATE,1,1,0,1,0,1,1,1,0,1,0
AGITATED,1,1,0,1,0,1,1,1,0,1,0
AGITATEDLY,1,1,0,1,0,1,1,1,0,1,0
AGITATION,1,1,0,1,0,1,1,1,0,1,0
AGITATOR,1,1,0,1,0,1,0,1,0,1,0
AGLOW,0,0,0,0,0,1,0,0,0,0,1
AGNOSTIC,1,0,0,0,0,1,1,0,0,0,0
AGNOSTICALLY,1,0,0,0,0,1,1,0,0,0,0
AGNOSTICISM,0,0,0,0,0,0,1,0,0,0,0
AGO,0,0,0,0,0,0,1,0,0,0,0
AGONISTIC,1,1,0,0,0,1,1,1,0,1,0
AGONIZE,1,1,1,0,0,1,1,1,0,1,0
AGONIZING,1,1,0,0,0,1,1,1,0,1,0
AGONIZINGLY,0,1,1,1,0,0,1,1,1,1,0
AGONY,1,1,0,1,1,1,1,1,0,1,0
AGORAPHOBIA,0,1,0,1,0,1,1,1,0,1,0
AGORAPHOBIC,0,1,0,0,0,1,1,0,0,1,0
AGREE,1,0,0,0,0,1,1,1,0,0,0
AGREEABILITY,1,0,0,0,0,1,1,1,0,0,0
AGREEABLE,1,0,0,0,0,1,1,1,0,0,0
AGREEABLENESS,1,0,0,0,0,1,1,1,0,0,0
AGREEABLY,1,0,0,0,0,1,1,1,0,0,1
AGREED,1,0,0,0,0,1,1,1,0,0,0
AGREEING,1,0,0,0,0,1,1,1,0,0,0
AGREEMENT,1,0,0,0,0,0,1,1,0,0,1
AGRICULTURAL,0,1,1,1,0,1,0,1,1,1,1
AGRICULTURALIST,1,1,1,1,0,0,0,0,1,1,1
AGRICULTURALLY,0,1,0,1,0,0,0,0,1,0,0
AGRICULTURE,0,1,1,0,0,0,0,0,1,1,1
AGRICULTURIST,0,1,1,0,0,0,0,0,1,1,1
AGROUND,1,1,0,0,1,0,0,0,0,0,1
AHEAD,0,1,0,0,0,0,0,0,0,0,1
AHEM,1,0,0,0,0,0,0,1,0,0,0
AHOY,1,0,0,0,0,0,0,1,0,0,0
AID,1,1,0,1,0,1,0,1,0,1,1
AIDE,1,1,0,1,0,0,0,1,0,1,0
AIDES,1,1,0,1,0,1,0,1,0,1,1
AIDLESS,0,0,0,0,0,0,0,0,0,0,0
AIDS,0,1,0,0,0,0,1,1,0,1,0
AILING,1,1,0,1,0,1,1,1,0,1,1
AILMENT,0,1,1,1,1,1,1,1,1,1,0
AIM,0,1,0,1,0,1,0,0,0,1,1
AIMING,0,1,0,1,0,1,0,0,0,1,1
AIMLESS,1,1,0,1,0,1,1,0,0,1,1
AIMLESSLY,1,1,1,0,1,1,1,0,1,1,0
AIMLESSNESS,0,1,1,1,0,1,1,1,0,1,1
AIR,1,1,1,1,1,1,1,1,1,1,0
AIR ATTACK,1,1,0,1,0,1,0,0,0,1,1
AIR BAG,1,0,0,1,1,1,0,1,0,1,1
AIR BASE,1,1,0,0,0,1,0,0,1,1,1
AIR CONDITIONER,1,1,0,1,1,0,1,1,0,1,1
AIR CONDITIONING,1,1,0,1,1,0,1,0,0,1,0
AIR CREW,1,0,0,0,0,0,0,0,1,0,1
AIR FILTER,0,0,0,1,1,0,0,0,1,0,1
AIR FLOW,1,1,0,1,1,1,0,1,0,1,0
AIR FORCE,1,1,0,0,0,0,0,0,0,1,1
AIR FRESHENER,0,0,0,1,0,1,0,1,1,1,0
AIR HOSTESS,1,1,0,0,1,0,0,1,1,1,1
AIR MATTRESS,0,1,0,1,1,0,0,0,0,1,1
AIR POLLUTION,0,0,1,0,0,1,1,1,1,1,1
AIR PRESSURE,1,0,0,1,1,1,1,0,0,1,0
AIR PUMP,1,1,0,1,1,0,0,0,0,1,1
AIR RIFLE,1,1,0,1,1,1,0,0,1,1,1
AIR SHAFT,0,0,0,0,1,0,0,0,0,0,1
AIR SPACE,0,0,0,0,0,0,0,0,0,1,0
AIR STRIKE,1,0,0,0,0,1,0,0,0,0,1
AIR TRANSPORT,1,1,0,0,1,0,0,0,0,1,1
AIR TRAVEL,1,1,0,1,0,1,1,1,0,1,1
AIRBAG,0,0,0,1,1,1,0,1,0,1,1
AIRBASE,1,1,0,0,0,0,0,0,1,0,1
AIRBED,0,1,0,1,1,0,0,0,1,1,1
AIRBOAT,1,1,0,1,1,0,0,0,0,1,1
AIRBORNE,0,0,0,0,0,0,1,0,0,0,1
AIRBRUSH,1,0,0,1,1,1,0,0,1,0,1
AIRCRAFT,1,1,0,1,1,1,0,0,0,1,1
AIRCRAFT CARRIER,1,1,0,0,1,1,0,0,0,1,1
AIRCRAFTMAN,0,1,0,1,0,0,0,0,0,0,1
AIRCREW,1,0,0,0,0,0,0,0,0,0,1
AIRFARE,0,0,1,0,0,0,0,0,0,0,0
AIRFIELD,1,1,0,0,0,0,0,0,0,0,1
AIRFLOW,1,1,0,1,1,1,1,1,1,1,0
AIRFORCE,1,1,0,1,0,1,0,0,1,0,0
AIRFREIGHT,0,0,0,0,1,0,0,0,0,0,1
AIRHEAD,1,0,1,0,0,1,0,1,1,0,0
AIRINESS,0,0,1,0,1,0,0,1,1,0,0
AIRING,1,0,1,0,0,0,0,0,1,0,0
AIRLESS,0,0,0,0,0,0,1,1,0,1,0
AIRLIFT,0,1,0,1,0,0,0,0,0,1,1
AIRLINE,1,1,0,1,0,1,0,0,1,1,1
AIRLINER,1,1,0,1,0,1,0,0,1,1,1
AIRMAIL,0,0,0,0,1,0,0,0,0,0,1
AIRMAN,1,1,0,1,0,0,0,0,0,1,1
AIRMANSHIP,1,1,0,1,0,1,1,0,0,1,1
AIRPARK,1,1,0,0,0,0,0,0,0,0,1
AIRPLANE,1,1,0,1,1,1,0,0,0,1,1
AIRPLAY,1,0,0,0,0,1,0,0,0,0,0
AIRPORT,1,1,0,1,0,1,0,0,1,1,1
AIRPORT TERMINAL,1,1,0,1,0,1,0,0,1,1,1
AIRPOWER,1,0,0,0,0,0,0,0,0,0,1
AIRPROOF,0,0,0,0,0,0,0,0,0,0,0
AIRSHAFT,0,0,0,0,1,0,0,0,0,0,1
AIRSHIP,1,0,0,0,1,1,0,0,0,1,1
AIRSHOW,1,1,0,0,0,1,0,0,0,0,1
AIRSICK,0,0,0,0,0,0,1,1,0,1,0
AIRSICKNESS,1,0,1,0,0,1,1,1,1,1,0
AIRSPACE,0,0,0,0,0,0,0,0,0,1,1
AIRSPEED,1,0,0,0,0,0,1,0,0,0,0
AIRSTREAM,1,1,0,0,1,0,1,0,0,1,0
AIRSTRIKE,1,0,0,0,0,1,0,0,0,0,1
AIRSTRIP,0,1,0,1,0,1,0,0,0,1,1
AIRTIGHT,0,0,0,1,1,0,0,0,0,0,1
AIRTIME,1,0,0,0,0,0,0,0,0,0,0
AIRWAVE,1,0,0,0,0,0,1,0,0,0,0
AIRWAY,0,0,0,0,0,1,1,1,1,1,0
AIRWORTHINESS,0,0,0,0,0,0,0,0,0,0,1
AIRY,0,1,1,1,1,1,1,1,1,1,0
AISLE,0,1,0,0,1,0,0,0,0,1,1
AJAR,0,0,0,0,1,0,0,0,0,0,1
AKIN,0,0,0,0,0,0,0,0,0,0,0
ALABASTER,0,0,1,0,0,0,0,0,0,0,1
ALARM,1,1,0,1,0,1,1,1,0,1,0
ALARM CLOCK,1,0,0,1,1,1,0,0,0,0,1
ALARMCLOCK,1,0,0,1,1,1,0,0,0,0,1
ALARMED,1,1,0,1,0,1,1,1,1,1,0
ALARMING,1,0,0,0,0,1,1,1,0,0,0
ALARMINGLY,1,1,1,1,1,1,1,1,1,1,0
ALARMIST,1,0,0,0,0,1,1,1,0,0,0
ALAS,0,0,0,0,0,0,0,0,0,0,0
ALBACORE,0,0,1,1,1,0,0,1,1,1,1
ALBATROSS,1,0,0,0,0,0,0,0,1,0,1
ALBEIT,1,0,0,0,0,1,0,1,0,0,0
ALBINO,0,0,0,0,0,0,0,0,0,0,1
ALBUM,1,0,0,0,1,1,0,0,0,0,1
ALCHEMICALLY,0,0,0,0,0,0,0,0,0,0,0
ALCHEMIST,1,0,1,1,0,1,0,0,1,0,1
ALCHEMY,0,1,1,1,0,1,0,1,1,1,0
ALCOHOL,0,0,1,1,1,1,1,1,1,1,1
ALCOHOLIC,0,1,1,1,0,1,0,1,1,1,0
ALCOHOLICALLY,0,0,1,0,0,0,1,1,1,1,0
ALCOHOLISM,0,0,1,1,0,1,1,1,1,1,0
ALCOVE,0,1,0,0,1,1,0,0,0,0,1
ALE,0,0,1,1,1,0,1,1,1,1,1
ALEHOUSE,0,0,1,0,0,0,0,1,1,0,1
ALERT,1,1,1,1,0,1,1,1,1,1,1
ALERTLY,1,1,0,0,0,1,1,1,1,1,0
ALERTNESS,1,1,1,0,1,1,1,0,1,1,1
ALFALFA,0,0,1,1,1,0,0,1,1,0,1
ALGAE,0,0,0,1,1,0,0,0,1,0,1
ALGEBRA,0,0,0,0,0,1,0,0,0,0,1
ALGEBRAIC,1,0,0,0,0,1,0,0,0,0,1
ALGEBRAICALLY,0,0,0,0,0,1,0,0,0,0,1
ALGORITHM,0,0,0,0,0,1,0,0,0,0,0
ALIAS,1,0,0,0,0,1,0,1,0,0,0
ALIBI,1,0,0,0,0,1,0,1,0,0,0
ALIEN,0,0,0,0,0,0,0,0,0,0,0
ALIENABILITY,1,0,0,0,0,0,1,0,0,0,0
ALIENABLE,0,0,0,0,0,0,0,0,0,0,0
ALIENATE,0,0,0,0,0,1,1,1,0,0,0
ALIENATION,0,0,0,0,0,0,1,1,1,0,0
ALIENATOR,1,0,0,0,0,1,0,1,0,0,0
ALIENS,0,0,0,0,0,0,0,0,0,0,0
ALIGHT,0,0,0,0,0,0,0,0,0,0,1
ALIGN,0,0,0,1,1,0,0,0,0,0,0
ALIGNMENT,0,1,0,1,1,1,0,0,0,1,1
ALIKE,1,0,1,0,1,1,1,0,1,0,1
ALIKENESS,1,1,1,0,0,1,0,1,1,1,1
ALIMONY,0,0,0,0,0,0,0,0,0,0,0
ALIVE,1,1,1,1,1,1,1,1,1,1,1
ALIVENESS,1,1,1,1,1,1,1,1,1,1,1
ALKALINE,0,0,1,0,0,0,0,1,1,0,0
ALKALINITY,0,0,1,0,0,0,0,1,0,0,0
ALKALINIZE,0,0,1,0,0,0,0,0,1,0,0
ALKALIZATION,0,0,1,0,0,0,0,0,1,0,0
ALKALIZE,0,0,1,1,0,0,0,1,1,0,0
ALKALOID,0,0,1,0,1,0,0,1,1,0,0
ALL,1,1,1,1,1,1,1,1,1,1,1
ALL ALONG,0,0,0,0,0,0,0,1,0,0,0
ALL IN,1,1,1,1,0,1,1,0,0,1,0
ALL INCLUSIVE,0,1,0,0,0,1,0,1,0,1,0
ALLEGATION,1,0,0,0,0,0,0,1,0,0,0
ALLEGE,1,0,0,0,0,0,0,1,0,0,0
ALLEGEABLE,1,0,0,0,0,0,0,1,0,0,0
ALLEGED,1,0,0,0,0,1,0,1,0,0,0
ALLEGEDLY,1,0,0,0,0,0,0,1,1,0,0
ALLEGIANCE,1,0,0,0,0,1,1,1,0,1,0
ALLEGORIC,1,0,0,0,0,0,0,0,0,0,0
ALLEGORICAL,1,0,0,0,0,0,0,1,0,0,0
ALLEGORICALLY,1,0,0,0,0,0,0,1,0,0,0
ALLEGORIST,1,0,0,0,0,0,0,0,0,0,0
ALLEGORY,1,0,0,0,0,0,1,1,1,0,0
ALLERGEN,0,0,1,0,1,1,1,1,1,1,0
ALLERGENIC,0,0,0,0,0,0,1,1,1,0,0
ALLERGIC,0,1,1,1,0,1,1,1,1,1,0
ALLERGIST,0,0,0,0,0,1,0,1,0,1,0
ALLERGY,0,0,1,0,1,1,1,1,1,1,0
ALLEVIATE,0,1,0,1,1,0,1,1,0,0,0
ALLEVIATION,1,0,1,0,1,1,1,0,1,0,0
ALLEVIATIVE,0,0,1,1,1,0,1,1,0,1,0
ALLEVIATOR,1,0,0,0,1,0,1,1,0,0,0
ALLEY,0,1,0,0,0,0,0,0,1,0,1
ALLEYWAY,0,1,0,0,1,1,0,0,1,0,1
ALLIANCE,1,0,1,0,0,0,1,0,0,0,0
ALLIED,1,0,0,0,0,1,1,0,0,0,0
ALLIES,1,0,0,0,0,0,0,1,0,1,0
ALLIGATOR,1,0,1,0,1,1,0,0,1,0,1
ALLITERATE,1,0,0,0,0,1,0,1,0,0,0
ALLITERATION,1,0,0,0,0,0,0,1,0,0,0
ALLOCABLE,0,0,0,0,0,0,0,1,0,0,0
ALLOCATE,1,0,1,1,1,1,0,0,0,0,1
ALLOCATION,0,0,0,1,0,1,0,1,0,0,0
ALLOCATOR,1,0,0,1,0,0,0,1,0,0,1
ALLOTMENT,0,1,0,0,0,0,0,0,0,0,0
ALLOW,1,0,1,0,0,0,1,1,1,0,0
ALLOW FOR,0,0,0,0,0,0,1,0,0,1,0
ALLOWABLE,1,0,0,0,0,0,0,1,1,0,0
ALLOWABLENESS,0,0,0,0,0,0,1,0,0,0,0
ALLOWABLY,0,0,0,0,0,0,0,1,0,0,0
ALLOWANCE,1,0,0,1,1,0,0,0,0,0,1
ALLOY,0,0,0,1,1,0,0,0,0,0,1
ALLSPICE,0,0,1,0,1,0,0,1,1,0,0
ALLUDE,1,0,0,0,0,0,0,1,0,0,0
ALLURE,1,0,1,0,1,1,1,1,1,1,1
ALLURER,1,0,0,0,1,0,1,1,1,0,1
ALLURING,1,1,1,0,1,1,1,1,1,1,1
ALLURINGLY,0,1,1,1,1,1,1,1,1,1,0
ALLUSION,1,0,1,0,0,1,0,1,0,0,0
ALLUSIVELY,1,0,1,0,0,0,0,1,1,0,0
ALLUSIVENESS,1,0,0,0,0,0,1,0,0,0,0
ALLY,0,1,0,1,0,1,0,1,0,0,0
ALMANAC,0,0,0,1,1,1,0,0,0,0,1
ALMIGHTILY,0,0,0,0,0,0,1,0,0,0,0
ALMIGHTINESS,0,1,0,0,0,1,1,1,0,1,0
ALMIGHTY,1,0,0,0,0,0,1,0,0,0,1
ALMOND,0,0,1,1,1,0,0,1,1,0,1
ALMOST,1,0,0,0,0,0,1,0,1,0,0
ALOE,0,0,1,1,1,0,0,0,1,1,1
ALOE VERA,0,1,1,1,1,0,0,0,1,1,1
ALOFT,0,1,1,1,0,1,1,0,0,0,1
ALOHA,1,0,1,0,0,1,0,1,1,0,0
ALONE,0,0,0,0,0,1,1,0,0,0,1
ALONENESS,0,0,0,0,0,1,1,0,0,1,0
ALONG,0,1,0,0,0,0,1,0,0,1,0
ALONGSIDE,0,1,0,1,1,1,0,0,0,1,1
ALOOF,0,0,0,0,0,0,1,0,0,0,0
ALOOFLY,1,1,0,0,0,1,1,1,0,1,1
ALOOFNESS,0,0,0,0,0,1,1,0,0,0,0
ALOUD,1,0,0,0,0,1,0,1,0,0,0
ALPACA,0,0,0,1,1,0,0,0,1,0,1
ALPHA,1,0,0,0,0,0,1,0,0,0,0
ALPHABET,1,0,0,0,0,1,0,1,0,0,1
ALPHABETIC,1,0,0,0,0,0,0,1,0,0,0
ALPHABETICAL,0,0,0,0,0,0,0,1,0,0,1
ALPHABETICALLY,1,0,0,0,0,1,0,1,0,0,0
ALPHABETIZATION,0,0,0,0,0,1,0,1,0,0,1
ALPHABETIZE,1,0,0,0,0,1,0,1,0,0,1
ALPHANUMERIC,1,0,0,0,0,1,0,1,0,0,1
ALPHANUMERICAL,1,0,0,0,0,1,0,1,0,0,1
